id,title,description,status,value_amount,value_currency,main_ocid,main_id
8580,GROEN MINTIRHO,EME,active,0.0,ZAR,ocds-9t57fa-1003,ocds-9t57fa-1003-2021-05-17T00:00:00Z
37013, (AFRICAN WEALTH EMPOWERMENT NETWORK (AWEN)),EME,active,5977550.0,ZAR,ocds-9t57fa-100504,ocds-9t57fa-100504-2024-09-02T00:00:00Z
38439, (IMSIMBI TRAINING),QSE,active,31521960.0,ZAR,ocds-9t57fa-100557,ocds-9t57fa-100557-2024-09-03T00:00:00Z
41106, (MSEETO PROJECTS),EME,active,473352120.0,ZAR,ocds-9t57fa-100587,ocds-9t57fa-100587-2024-09-03T00:00:00Z
40261, (IN2IT),EME,active,722758655.0,ZAR,ocds-9t57fa-100636,ocds-9t57fa-100636-2024-09-03T00:00:00Z
39740, (CAPS M TRADING AND PROJECTS),QSE,active,0.0,ZAR,ocds-9t57fa-100643,ocds-9t57fa-100643-2024-09-03T00:00:00Z
39101, (PULE AND VIC CONSTRUCTION AND PROJECTS),EME,active,19205000.0,ZAR,ocds-9t57fa-100649,ocds-9t57fa-100649-2024-09-03T00:00:00Z
46652, MASANA ,EME,active,24520866.0,ZAR,ocds-9t57fa-100664,ocds-9t57fa-100664-2024-09-03T00:00:00Z
2583,Naidu Consulting,EME,active,0.0,ZAR,ocds-9t57fa-10086,ocds-9t57fa-10086-2021-10-26T00:00:00Z
1984,Mvela Electrolights,EME,active,0.0,ZAR,ocds-9t57fa-10123,ocds-9t57fa-10123-2021-10-26T00:00:00Z
37577, (NDLELA KUNENE),EME,active,17939100.0,ZAR,ocds-9t57fa-101396,ocds-9t57fa-101396-2024-09-10T00:00:00Z
37313, (NARROW PATH INVESTMENTS),EME,active,196381820.0,ZAR,ocds-9t57fa-101400,ocds-9t57fa-101400-2024-09-10T00:00:00Z
42419, (AT GEDEZAR),EME,active,52038422.0,ZAR,ocds-9t57fa-101422,ocds-9t57fa-101422-2024-09-16T00:00:00Z
44327, (MODISE GARDEN LAND SCAPING AND CLEANING SERVICES),EME,active,165870252.0,ZAR,ocds-9t57fa-101431,ocds-9t57fa-101431-2024-09-10T00:00:00Z
35169, (BIDVEST OFFICE),EME,active,41867892.0,ZAR,ocds-9t57fa-101883,ocds-9t57fa-101883-2022-08-08T00:00:00Z
35234, (BIDVEST OFFICE),EME,active,41867892.0,ZAR,ocds-9t57fa-101987,ocds-9t57fa-101987-2022-08-08T00:00:00Z
35239, (BIDVEST OFFICE),EME,active,41194764.0,ZAR,ocds-9t57fa-101992,ocds-9t57fa-101992-2022-12-23T00:00:00Z
51628,ACHUMILE AMANGWANE INVESTMENTS,EME,active,23419000.0,ZAR,ocds-9t57fa-102180,ocds-9t57fa-102180-2024-09-17T00:00:00Z
40155, (MIMISA ENGINEERING),EME,active,88000000.0,ZAR,ocds-9t57fa-102185,ocds-9t57fa-102185-2024-09-17T00:00:00Z
39613, (SAKH'IKHAYA SUPPLIERS),GEN,active,858828.0,ZAR,ocds-9t57fa-102228,ocds-9t57fa-102228-2024-09-17T00:00:00Z
44951, KZK GENERAL TRADING,EME,active,697069625.0,ZAR,ocds-9t57fa-102278,ocds-9t57fa-102278-2024-09-17T00:00:00Z
5152,Fezi Auditors and Consultants,QSE,active,0.0,ZAR,ocds-9t57fa-1025,ocds-9t57fa-1025-2021-05-17T00:00:00Z
43783, CAPE SILICA SUPPLIERS,EME,active,10.0,ZAR,ocds-9t57fa-102729,ocds-9t57fa-102729-2024-09-23T00:00:00Z
51739,SKY METRO EQUIPMENT,EME,active,594701244.0,ZAR,ocds-9t57fa-102747,ocds-9t57fa-102747-2024-09-23T00:00:00Z
40482, (GEORGE FARMER CONSULTANCY),EME,active,664700.0,ZAR,ocds-9t57fa-102791,ocds-9t57fa-102791-2024-09-23T00:00:00Z
51291,MAK DISTRIBUTION,EME,active,1799.0,ZAR,ocds-9t57fa-102804,ocds-9t57fa-102804-2024-09-23T00:00:00Z
41330, (PLAN ASSOCIATES DEVELOPMENT PLANNERS),EME,active,5980000.0,ZAR,ocds-9t57fa-102817,ocds-9t57fa-102817-2024-09-24T00:00:00Z
5151,FEZI Auditors and Consultants,QSE,active,0.0,ZAR,ocds-9t57fa-1029,ocds-9t57fa-1029-2021-05-17T00:00:00Z
44615, K 2 CIVIL AND CONSTRUCTION,EME,active,239611873.0,ZAR,ocds-9t57fa-103313,ocds-9t57fa-103313-2024-10-01T00:00:00Z
51645,NTENDELEKO ZODUMO,EME,active,12321600.0,ZAR,ocds-9t57fa-103335,ocds-9t57fa-103335-2024-10-01T00:00:00Z
42182,DATA MANAGEMENT PROFESSIONALS SOUTH AFRICA,EME,active,1411083695.0,ZAR,ocds-9t57fa-103354,ocds-9t57fa-103354-2024-10-01T00:00:00Z
50401,FITO AND SONS CONSTRUCTION AND PROJECTS,EME,active,49959440.0,ZAR,ocds-9t57fa-103385,ocds-9t57fa-103385-2024-10-01T00:00:00Z
46133, (ML INDUSTRIES),EME,active,4600000.0,ZAR,ocds-9t57fa-103394,ocds-9t57fa-103394-2024-10-01T00:00:00Z
41224, (MMAKATJILA SUPPLY AND PROJECTS),QSE,active,173880000.0,ZAR,ocds-9t57fa-103432,ocds-9t57fa-103432-2024-10-01T00:00:00Z
36062, (RIFUMO PROFESSIONAL SERVICES),EME,active,2500000.0,ZAR,ocds-9t57fa-103522,ocds-9t57fa-103522-2024-08-06T00:00:00Z
46760, (ZAMANONINA TRADING AND PROJECTS),EME,active,362120013.0,ZAR,ocds-9t57fa-104078,ocds-9t57fa-104078-2024-10-08T00:00:00Z
36377, (DITSHATSHO TRADING AND PROJECTS),EME,active,3399400.0,ZAR,ocds-9t57fa-104120,ocds-9t57fa-104120-2024-09-23T00:00:00Z
40260, (G2 NETGROUP),EME,active,44012160.0,ZAR,ocds-9t57fa-104698,ocds-9t57fa-104698-2024-10-14T00:00:00Z
40160, (EXCELLENT ELECTRICAL PROJECTS),EME,active,16494794.0,ZAR,ocds-9t57fa-104765,ocds-9t57fa-104765-2024-10-14T00:00:00Z
39633, (TRIGON TRAVEL),GEN,active,12203180.0,ZAR,ocds-9t57fa-104860,ocds-9t57fa-104860-2024-10-15T00:00:00Z
36803, (KALRIK CONTRACTING SERVICES),EME,active,1178750.0,ZAR,ocds-9t57fa-104902,ocds-9t57fa-104902-2024-05-13T00:00:00Z
43401,LIVEWIRE ENGINEERING AND CONSULTING,EME,active,72797547.0,ZAR,ocds-9t57fa-104934,ocds-9t57fa-104934-2024-10-15T00:00:00Z
36920, (SIZWE AFRICA IT GROUP (PTY) LTD),GEN,active,0.0,ZAR,ocds-9t57fa-105204,ocds-9t57fa-105204-2024-09-10T00:00:00Z
38369, (STATE INFORMATION TECHNOLOGY AGENCY),GEN,active,19862199.0,ZAR,ocds-9t57fa-105674,ocds-9t57fa-105674-2023-04-24T00:00:00Z
52730,TRUST ONE GUARD SECURITY SERVICES,EME,active,136294550.0,ZAR,ocds-9t57fa-106373,ocds-9t57fa-106373-2024-10-29T00:00:00Z
43185, (LUTAK CONSULTING),EME,active,8749200.0,ZAR,ocds-9t57fa-106469,ocds-9t57fa-106469-2024-10-29T00:00:00Z
46132, (BANABANZI PROJECTS),QSE,active,5900000.0,ZAR,ocds-9t57fa-106989,ocds-9t57fa-106989-2024-11-04T00:00:00Z
43693, EDGE CONSULTING,EME,active,299999580.0,ZAR,ocds-9t57fa-107025,ocds-9t57fa-107025-2024-11-05T00:00:00Z
49171,JOHNBAK SOLUTIONS,EME,active,29877690.0,ZAR,ocds-9t57fa-107092,ocds-9t57fa-107092-2024-11-05T00:00:00Z
40289, (ALOE GUEST MANOR),EME,active,360000.0,ZAR,ocds-9t57fa-107105,ocds-9t57fa-107105-2024-11-05T00:00:00Z
43622, (JUSBEN CONSULTING ENGINEERS),EME,active,319801260.0,ZAR,ocds-9t57fa-107109,ocds-9t57fa-107109-2024-11-05T00:00:00Z
37920, (NTHAOBA ENTERPRISE),EME,active,8999970.0,ZAR,ocds-9t57fa-107113,ocds-9t57fa-107113-2024-09-17T00:00:00Z
44996, (VHULUVHI GROUP),EME,active,23005000.0,ZAR,ocds-9t57fa-107126,ocds-9t57fa-107126-2024-11-05T00:00:00Z
50502,MADIJOLANE HOLDINGS,EME,active,2272400.0,ZAR,ocds-9t57fa-107908,ocds-9t57fa-107908-2024-11-12T00:00:00Z
45390, AARIVA,EME,active,186246321.0,ZAR,ocds-9t57fa-107945,ocds-9t57fa-107945-2024-11-12T00:00:00Z
38251, (STATE INFORMATION TECHNOLOGY AGENCY),GEN,active,620563598.0,ZAR,ocds-9t57fa-107956,ocds-9t57fa-107956-2022-03-01T00:00:00Z
41059, (LEXICON),EME,active,327693519.0,ZAR,ocds-9t57fa-107962,ocds-9t57fa-107962-2024-11-12T00:00:00Z
44932, BOTHLABATSATSI GROUP 001,EME,active,839597310.0,ZAR,ocds-9t57fa-108016,ocds-9t57fa-108016-2024-11-12T00:00:00Z
38432, (LOGIKAL EVENT MANAGEMENT),EME,active,1200000.0,ZAR,ocds-9t57fa-108404,ocds-9t57fa-108404-2024-10-29T00:00:00Z
43017, (TRAVEL WITH FLAIR),EME,active,20580000.0,ZAR,ocds-9t57fa-108779,ocds-9t57fa-108779-2024-11-19T00:00:00Z
47830,UFEZILE TRADING ENTERPRISE,GEN,active,21235570.0,ZAR,ocds-9t57fa-109429,ocds-9t57fa-109429-2024-11-26T00:00:00Z
50556,F F S REFINERS,EME,active,10.0,ZAR,ocds-9t57fa-109470,ocds-9t57fa-109470-2024-11-26T00:00:00Z
45100, CRANE COR AFRICA,EME,active,5186896175.0,ZAR,ocds-9t57fa-109487,ocds-9t57fa-109487-2024-11-26T00:00:00Z
43805, CLIMO SOLUTIONS,EME,active,202467860.0,ZAR,ocds-9t57fa-109515,ocds-9t57fa-109515-2024-11-26T00:00:00Z
41881, (HAMBO LWETHU TRAVEL),EME,active,16000000.0,ZAR,ocds-9t57fa-109530,ocds-9t57fa-109530-2024-11-26T00:00:00Z
40219, (COJEN SUPPLIES),EME,active,450000.0,ZAR,ocds-9t57fa-109548,ocds-9t57fa-109548-2024-11-26T00:00:00Z
48654,BOBCON BUILDERS AND RENOVATORS,QSE,active,23897500.0,ZAR,ocds-9t57fa-109566,ocds-9t57fa-109566-2024-11-26T00:00:00Z
48714,POWERCOMM SOLUTIONS,QSE,active,164097600.0,ZAR,ocds-9t57fa-110047,ocds-9t57fa-110047-2024-12-02T00:00:00Z
48717,LAMELA CONSULTING,QSE,active,1418519250.0,ZAR,ocds-9t57fa-110056,ocds-9t57fa-110056-2024-12-02T00:00:00Z
52349,Ernst & Young Advisory Services (Pty) Ltd,GEN,active,80500000.0,ZAR,ocds-9t57fa-110083,ocds-9t57fa-110083-2024-12-03T00:00:00Z
3508,Delta Facilities Management,EME,active,0.0,ZAR,ocds-9t57fa-11015,ocds-9t57fa-11015-2021-11-08T00:00:00Z
39961, (TOURVEST HOLDINGS),EME,active,10.0,ZAR,ocds-9t57fa-110937,ocds-9t57fa-110937-2024-09-30T00:00:00Z
51747,REFILWE S K PRODUCTIONS,EME,active,1185917950.0,ZAR,ocds-9t57fa-111066,ocds-9t57fa-111066-2024-12-14T00:00:00Z
39996, (SISIVE TRADING AND PROJECTS),EME,active,4910700.0,ZAR,ocds-9t57fa-111078,ocds-9t57fa-111078-2024-08-13T00:00:00Z
44790, OMNI K TRADING AND PROJECTS,EME,active,270000000.0,ZAR,ocds-9t57fa-111107,ocds-9t57fa-111107-2024-12-13T00:00:00Z
52305,MSWS COUNSELLING AND SOCIAL WORK SERVICES,EME,active,31376344.0,ZAR,ocds-9t57fa-111182,ocds-9t57fa-111182-2024-12-15T00:00:00Z
44805, SEDITH HOLDINGS,EME,active,426182048.0,ZAR,ocds-9t57fa-111214,ocds-9t57fa-111214-2024-12-17T00:00:00Z
40175, (OPEN HOUSE CONSULTING),EME,active,10026850.0,ZAR,ocds-9t57fa-111289,ocds-9t57fa-111289-2024-10-15T00:00:00Z
57071,CCG SYSTEMS,EME,active,238364897.0,ZAR,ocds-9t57fa-111331,ocds-9t57fa-111331-2024-12-20T00:00:00Z
52885,YATSHAMA IT AND STATIONERY,EME,active,9800000.0,ZAR,ocds-9t57fa-111351,ocds-9t57fa-111351-2024-12-24T00:00:00Z
2513,HAMISA SAFETY EQUIPMENT SUPPLIES,EME,active,0.0,ZAR,ocds-9t57fa-11142,ocds-9t57fa-11142-2021-11-09T00:00:00Z
44910, AFRICANISM SECURITY SERVICES,EME,active,56350000.0,ZAR,ocds-9t57fa-112180,ocds-9t57fa-112180-2025-01-21T00:00:00Z
52879,URBAN-ECON DEVELOPMENT ECONOMISTS,EME,active,17700800.0,ZAR,ocds-9t57fa-112243,ocds-9t57fa-112243-2025-01-21T00:00:00Z
41506, (AGRI EXPERTS JV),EME,active,2940751250.0,ZAR,ocds-9t57fa-112650,ocds-9t57fa-112650-2020-07-10T00:00:00Z
51542,NAVI PROFESSIONAL CONSULTING,EME,active,1994042500.0,ZAR,ocds-9t57fa-112917,ocds-9t57fa-112917-2025-01-28T00:00:00Z
44637, INTANDO YODLAMINI TRADING,EME,active,340170.0,ZAR,ocds-9t57fa-112941,ocds-9t57fa-112941-2025-01-28T00:00:00Z
43311, (TRAINERS WITHOUT BORDERS),EME,active,862385.0,ZAR,ocds-9t57fa-112958,ocds-9t57fa-112958-2025-01-28T00:00:00Z
43775, SENTRAAL,EME,active,6795895.0,ZAR,ocds-9t57fa-112973,ocds-9t57fa-112973-2025-01-28T00:00:00Z
45529, INNOVO NETWORKS,EME,active,58798240.0,ZAR,ocds-9t57fa-112988,ocds-9t57fa-112988-2025-01-28T00:00:00Z
45984, AMADUNGA PROJECTS,EME,active,740000.0,ZAR,ocds-9t57fa-113616,ocds-9t57fa-113616-2025-02-04T00:00:00Z
52383,KHULEKANI METALS,EME,active,10.0,ZAR,ocds-9t57fa-113643,ocds-9t57fa-113643-2025-02-04T00:00:00Z
47574,ZMB PLANT HIRE,EME,active,1931200.0,ZAR,ocds-9t57fa-113666,ocds-9t57fa-113666-2025-02-04T00:00:00Z
46818, WRP CONSULTING ENGINEERS,QSE,active,118121882.0,ZAR,ocds-9t57fa-113678,ocds-9t57fa-113678-2025-02-04T00:00:00Z
48713,LINCON CONSTRUCTION,EME,active,25808070.0,ZAR,ocds-9t57fa-113711,ocds-9t57fa-113711-2025-02-04T00:00:00Z
51443,NGT ELECTRICAL AND CIVIL WORKS,GEN,active,4742350.0,ZAR,ocds-9t57fa-113716,ocds-9t57fa-113716-2025-02-04T00:00:00Z
51734,KMP MEDIA,QSE,active,20000000.0,ZAR,ocds-9t57fa-113721,ocds-9t57fa-113721-2025-02-04T00:00:00Z
50341,MAROTHI A PULA BUSINESS ENTERPRISE,EME,active,677665.0,ZAR,ocds-9t57fa-114333,ocds-9t57fa-114333-2025-02-11T00:00:00Z
49831,JR 209 INVESTMENTS,GEN,active,1454185088.0,ZAR,ocds-9t57fa-114355,ocds-9t57fa-114355-2025-02-11T00:00:00Z
50017,BSG CIVIL AND CONSTRUCTION,EME,active,2258794833.0,ZAR,ocds-9t57fa-114371,ocds-9t57fa-114371-2025-02-11T00:00:00Z
52230,DOGS AND ALL,EME,active,5924340.0,ZAR,ocds-9t57fa-114417,ocds-9t57fa-114417-2025-02-11T00:00:00Z
43472, (REGENCY OFFICE FURNITURE),EME,active,24124125.0,ZAR,ocds-9t57fa-115305,ocds-9t57fa-115305-2024-06-25T00:00:00Z
54983,AUTOTRONICS FLEET MANAGEMENT,EME,active,21000000.0,ZAR,ocds-9t57fa-115812,ocds-9t57fa-115812-2025-02-25T00:00:00Z
54580,PALMAN DISTRIBUTION,GEN,active,839382296.0,ZAR,ocds-9t57fa-116392,ocds-9t57fa-116392-2025-03-04T00:00:00Z
48987,TRAVEL WITH FLAIR CAPE TOWN,EME,active,2860500.0,ZAR,ocds-9t57fa-116401,ocds-9t57fa-116401-2025-03-04T00:00:00Z
44224, (KISHUGU AVIATION),GEN,active,30309383.0,ZAR,ocds-9t57fa-116418,ocds-9t57fa-116418-2025-01-06T00:00:00Z
45910, GWILANI ENTERPRISE,EME,active,25875000.0,ZAR,ocds-9t57fa-116425,ocds-9t57fa-116425-2025-03-04T00:00:00Z
48803,ENGINEERING SKILLS ACADEMY,EME,active,860001050.0,ZAR,ocds-9t57fa-116448,ocds-9t57fa-116448-2025-03-04T00:00:00Z
47694,45TH MEDIA,EME,active,16370250.0,ZAR,ocds-9t57fa-116496,ocds-9t57fa-116496-2025-03-04T00:00:00Z
44636, VODACOM,EME,active,285949347.0,ZAR,ocds-9t57fa-116998,ocds-9t57fa-116998-2020-03-17T00:00:00Z
49733,NKANYEZI PROJECT SOLUTIONS,QSE,active,149500000.0,ZAR,ocds-9t57fa-117019,ocds-9t57fa-117019-2025-03-10T00:00:00Z
52091,SAKHU CONSTRUCTION,EME,active,16925010.0,ZAR,ocds-9t57fa-117072,ocds-9t57fa-117072-2025-03-10T00:00:00Z
47580,DIVERSITY TECHNOLOGY TRANING INSTITUTE,EME,active,2963000.0,ZAR,ocds-9t57fa-117174,ocds-9t57fa-117174-2025-03-11T00:00:00Z
48617,MORDENTECH TECHNOLOGIES,EME,active,2018250.0,ZAR,ocds-9t57fa-117175,ocds-9t57fa-117175-2025-03-11T00:00:00Z
44915, LUGAJU 1 TRADING ENTERPRISE,EME,active,2186051974.0,ZAR,ocds-9t57fa-117182,ocds-9t57fa-117182-2023-04-11T00:00:00Z
44812, KUMKANI BUSINESS SOLUTIONS,EME,active,22418370.0,ZAR,ocds-9t57fa-117210,ocds-9t57fa-117210-2024-09-10T00:00:00Z
58939,ROYAL PEST MANAGEMENT,EME,active,72151575.0,ZAR,ocds-9t57fa-117248,ocds-9t57fa-117248-2025-03-11T00:00:00Z
44879,South African National Space Agency,EME,active,363000000.0,ZAR,ocds-9t57fa-117355,ocds-9t57fa-117355-2025-03-11T00:00:00Z
45192, ONE VISION INVESTMENTS 293,EME,active,465911777.0,ZAR,ocds-9t57fa-117383,ocds-9t57fa-117383-2024-10-14T00:00:00Z
44908, FINDING YOUR VOICE,EME,active,1024650.0,ZAR,ocds-9t57fa-117415,ocds-9t57fa-117415-2025-02-25T00:00:00Z
44992, Home Affairs ,EME,active,1392650.0,ZAR,ocds-9t57fa-117685,ocds-9t57fa-117685-2024-04-15T00:00:00Z
45007, Home Affairs ,EME,active,1193700.0,ZAR,ocds-9t57fa-117701,ocds-9t57fa-117701-2024-11-04T00:00:00Z
52577,ALTIMAX,EME,active,5498960.0,ZAR,ocds-9t57fa-117801,ocds-9t57fa-117801-2025-03-18T00:00:00Z
56205,RICHU TRADING ENTERPRISE,EME,active,30000000.0,ZAR,ocds-9t57fa-117866,ocds-9t57fa-117866-2025-03-18T00:00:00Z
45235, AG PLUMBING SERVICES,EME,active,3897145.0,ZAR,ocds-9t57fa-118232,ocds-9t57fa-118232-2025-01-07T00:00:00Z
47449, (NEXGENERATION GROUP),EME,active,25000000.0,ZAR,ocds-9t57fa-118395,ocds-9t57fa-118395-2025-03-25T00:00:00Z
56750,ANTHEA CATHLEEN KANNEMEYER,EME,active,80000000.0,ZAR,ocds-9t57fa-118414,ocds-9t57fa-118414-2025-03-25T00:00:00Z
50147,DOTA 72 TRADING,EME,active,980833735.0,ZAR,ocds-9t57fa-118920,ocds-9t57fa-118920-2025-04-01T00:00:00Z
50350,MIDNIGHT STAR TRADING 186,EME,active,34826380.0,ZAR,ocds-9t57fa-118938,ocds-9t57fa-118938-2025-04-01T00:00:00Z
52340,K2022510429 (SOUTH AFRICA),EME,active,181800000.0,ZAR,ocds-9t57fa-118967,ocds-9t57fa-118967-2025-04-01T00:00:00Z
52363,GOSAFE TRADING,EME,active,22009758.0,ZAR,ocds-9t57fa-118983,ocds-9t57fa-118983-2025-04-01T00:00:00Z
57115,REDEFINE PROPERTIES,GEN,active,637248100.0,ZAR,ocds-9t57fa-118998,ocds-9t57fa-118998-2025-04-01T00:00:00Z
46163, THE BLACK MUSHROOM CATERING AND PROJECTS,EME,active,1355000.0,ZAR,ocds-9t57fa-119140,ocds-9t57fa-119140-2025-03-04T00:00:00Z
45975, KASIPU CONSULTING,EME,active,10.0,ZAR,ocds-9t57fa-119526,ocds-9t57fa-119526-2019-09-12T00:00:00Z
49096,MFJ FOODS,EME,active,18189600.0,ZAR,ocds-9t57fa-120208,ocds-9t57fa-120208-2025-04-15T00:00:00Z
51693,LOLWETH'UTHANDO,EME,active,12000000.0,ZAR,ocds-9t57fa-120223,ocds-9t57fa-120223-2025-04-15T00:00:00Z
46549, EMS SOLUTIONS,EME,active,11500000.0,ZAR,ocds-9t57fa-120302,ocds-9t57fa-120302-2025-03-17T00:00:00Z
52915,4T GROUP,QSE,active,2805369559.0,ZAR,ocds-9t57fa-120592,ocds-9t57fa-120592-2025-04-22T00:00:00Z
51984,OLEKEY,EME,active,1680926940.0,ZAR,ocds-9t57fa-120619,ocds-9t57fa-120619-2025-04-22T00:00:00Z
54595,LUMBATHE 1977,EME,active,2590000.0,ZAR,ocds-9t57fa-121079,ocds-9t57fa-121079-2025-04-29T00:00:00Z
49594,CONTOURS LANDSCAPES,GEN,active,13349635.0,ZAR,ocds-9t57fa-121416,ocds-9t57fa-121416-2025-05-06T00:00:00Z
57680,UKUZA CONSULTING,EME,active,60535110.0,ZAR,ocds-9t57fa-121428,ocds-9t57fa-121428-2025-05-06T00:00:00Z
51611,M A T TRADING ENTERPRISE,EME,active,29779365.0,ZAR,ocds-9t57fa-121458,ocds-9t57fa-121458-2025-05-06T00:00:00Z
50184,SHOLEV,EME,active,5000000.0,ZAR,ocds-9t57fa-121468,ocds-9t57fa-121468-2025-05-06T00:00:00Z
52474,PROFESSIONAL EVALUATION AND RESEARCH,EME,active,187363235.0,ZAR,ocds-9t57fa-121477,ocds-9t57fa-121477-2025-05-06T00:00:00Z
57858,SOMBIZI HOLDINGS,GEN,active,10.0,ZAR,ocds-9t57fa-121498,ocds-9t57fa-121498-2025-05-06T00:00:00Z
55699,STAFF UNLIMITED RECRUITMENT,EME,active,0.0,ZAR,ocds-9t57fa-121917,ocds-9t57fa-121917-2025-05-12T00:00:00Z
56569,BUNONO DEVELOPMENT,EME,active,1852000.0,ZAR,ocds-9t57fa-121956,ocds-9t57fa-121956-2025-05-12T00:00:00Z
58855,LEXIT TRADING AND PROJECTS,EME,active,1777280.0,ZAR,ocds-9t57fa-121959,ocds-9t57fa-121959-2025-05-12T00:00:00Z
51449,BOIKETLONG FUNERAL DIRECTORS,EME,active,131224660.0,ZAR,ocds-9t57fa-122111,ocds-9t57fa-122111-2025-05-13T00:00:00Z
50330,URBAN-ECON DEVELOPMENT ECONOMISTS,EME,active,42678340.0,ZAR,ocds-9t57fa-122608,ocds-9t57fa-122608-2025-05-19T00:00:00Z
57436,CONTINAM INDUSTRIAL SERVICES,EME,active,2290230585.0,ZAR,ocds-9t57fa-122669,ocds-9t57fa-122669-2025-05-19T00:00:00Z
53553,MARISWE,EME,active,456792823.0,ZAR,ocds-9t57fa-122706,ocds-9t57fa-122706-2025-05-20T00:00:00Z
56111,TRAINERS WITHOUT BORDERS,Exempted Micro Enterprise,active,0.0,ZAR,ocds-9t57fa-122733,ocds-9t57fa-122733-2025-05-20T00:00:00Z
57654,TIBA INVESTMENTS,EME,active,80503430.0,ZAR,ocds-9t57fa-122758,ocds-9t57fa-122758-2025-05-20T00:00:00Z
47786,NAME BADGE MANUFACTURING,EME,active,1000000.0,ZAR,ocds-9t57fa-122955,ocds-9t57fa-122955-2025-03-18T00:00:00Z
47859,MAKHASTO PROJECTS,EME,active,2205940.0,ZAR,ocds-9t57fa-123251,ocds-9t57fa-123251-2025-05-06T00:00:00Z
47870,TATEN TRADING,EME,active,4997500.0,ZAR,ocds-9t57fa-123291,ocds-9t57fa-123291-2025-05-06T00:00:00Z
52527,SA WELLNESS INVESTMENTS,QSE,active,68310000.0,ZAR,ocds-9t57fa-123328,ocds-9t57fa-123328-2025-05-27T00:00:00Z
52858,DIESEL ELECTRIC SERVICES,GEN,active,676138664.0,ZAR,ocds-9t57fa-123346,ocds-9t57fa-123346-2025-05-27T00:00:00Z
51507,CODYS PEST EXTERMINATORS ,EME,active,450.0,ZAR,ocds-9t57fa-123404,ocds-9t57fa-123404-2025-05-27T00:00:00Z
51730,THANGOLWETHU 92,EME,active,4994500.0,ZAR,ocds-9t57fa-123420,ocds-9t57fa-123420-2025-05-27T00:00:00Z
47923,KINANA PROJECTS,EME,active,2534020.0,ZAR,ocds-9t57fa-123432,ocds-9t57fa-123432-2025-04-29T00:00:00Z
49282,UVUMBUZI SOLUTIONS,EME,active,30541126.0,ZAR,ocds-9t57fa-123450,ocds-9t57fa-123450-2025-05-27T00:00:00Z
53954,ENVIROSERV WASTE MANAGEMENT,GEN,active,640385892.0,ZAR,ocds-9t57fa-123646,ocds-9t57fa-123646-2025-06-03T00:00:00Z
57577,RAIN CHARTERED ACCOUNTANTS,QSE,active,6842858.0,ZAR,ocds-9t57fa-124106,ocds-9t57fa-124106-2025-06-03T00:00:00Z
48563,TOTAL SMART SOLUTIONS,EME,active,2456700.0,ZAR,ocds-9t57fa-124179,ocds-9t57fa-124179-2025-05-19T00:00:00Z
58659,OpenUp,QSE,active,22727680.0,ZAR,ocds-9t57fa-124759,ocds-9t57fa-124759-2025-06-10T00:00:00Z
54958,M AND D SECURITY SERVICES,EME,active,100.0,ZAR,ocds-9t57fa-124764,ocds-9t57fa-124764-2025-06-10T00:00:00Z
48827,UBLIN BUSINESS SOLUTIONS,EME,active,1386000.0,ZAR,ocds-9t57fa-124798,ocds-9t57fa-124798-2025-05-12T00:00:00Z
48982,2 EMSAMO HOLDINGS,EME,active,24103475.0,ZAR,ocds-9t57fa-124956,ocds-9t57fa-124956-2025-05-27T00:00:00Z
56720,SANTO CIVILS TRANS AND MAINT,EME,active,46000000.0,ZAR,ocds-9t57fa-125175,ocds-9t57fa-125175-2025-06-15T00:00:00Z
54552,METRO COMPUTER SERVICES,QSE,active,8791390.0,ZAR,ocds-9t57fa-125182,ocds-9t57fa-125182-2025-06-17T00:00:00Z
48980,GRASSROOTS HOLDINGS,EME,active,2490000.0,ZAR,ocds-9t57fa-125224,ocds-9t57fa-125224-2025-03-31T00:00:00Z
54642,HANKAI PEST CONTROL AND TRADING,EME,active,588000.0,ZAR,ocds-9t57fa-125239,ocds-9t57fa-125239-2025-06-17T00:00:00Z
52639,MASHAU CONMET HOLDINGS,EME,active,13950000.0,ZAR,ocds-9t57fa-125264,ocds-9t57fa-125264-2025-06-17T00:00:00Z
54753,DAWAILA GROUP,QSE,active,0.0,ZAR,ocds-9t57fa-125269,ocds-9t57fa-125269-2025-06-17T00:00:00Z
49243,REEDS21,EME,active,2819030.0,ZAR,ocds-9t57fa-125784,ocds-9t57fa-125784-2025-05-13T00:00:00Z
49391,UNIVERSITY OF THE WESTERN CAPE,GEN,active,4007000.0,ZAR,ocds-9t57fa-125850,ocds-9t57fa-125850-2025-04-29T00:00:00Z
55787,KATLIN CONSTRUCTION,EME,active,10.0,ZAR,ocds-9t57fa-125895,ocds-9t57fa-125895-2025-06-24T00:00:00Z
55663,FLATWHITE TECHNOLOGIES XYZ,EME,active,81206540.0,ZAR,ocds-9t57fa-125963,ocds-9t57fa-125963-2025-06-24T00:00:00Z
49531,RESHUB,EME,active,5352200.0,ZAR,ocds-9t57fa-126409,ocds-9t57fa-126409-2025-06-03T00:00:00Z
59650,MBK DEVELOPMENT PLANNERS,EME,active,780000000.0,ZAR,ocds-9t57fa-126552,ocds-9t57fa-126552-2025-07-01T00:00:00Z
49659,ABSOLUTE INTELLIGENCE GROUP,EME,active,1239500.0,ZAR,ocds-9t57fa-126566,ocds-9t57fa-126566-2025-05-20T00:00:00Z
